장례식장명,항목,호실/상세,가격(만원)
"천안충무병원 국화원장례식장","염습료","1구당",30
"천안하늘공원장례식장","장례식장 임대료","1회",20
"천안하늘공원장례식장","안치료","1시간",0.6
"천안하늘공원장례식장","염습료","사용료+인건비",40
"천안하늘공원장례식장","염습료","2인1조",20
"천주성삼병원장례식장","안치료","1일(시간당 4000원)",9.6
"천주성삼병원장례식장","염습료","1회",30
"철원병원장례식장","장례식장 임대료","1회 300000원(상조회 행사시)",30
"철원병원장례식장","안치료","1일 100000원/시간당4100원",10
"철원장례문화원","안치료","1일80000/시간당 4000",8
"첨단요양병원장례식장","장례식장 임대료","염습비무료",25
"첨단요양병원장례식장","안치료","24시간 기준 1시간 4000원",9.6
"청구성심병원장례식장","장례식장 임대료","1일 사용료",70
"청구성심병원장례식장","장례식장 임대료","1일",4
"청구성심병원장례식장","장례식장 임대료","1일 사용료",50
"청구성심병원장례식장","장례식장 임대료","1일 사용료",80
"청구성심병원장례식장","장례식장 임대료","4시간 기준",30
"청구성심병원장례식장","장례식장 임대료","4시간 기준",20
"청구성심병원장례식장","장례식장 임대료","자체 입관시",30
"청구성심병원장례식장","안치료","1건",20
"청구성심병원장례식장","안치료","1회",35
"청구성심병원장례식장","안치료","1일 사용료",10
"청구성심병원장례식장","염습료","1건",30
"청구성심병원장례식장","염습료","1건",50
"청구성심병원장례식장","염습료","1건",3
"청기와장례식장","장례식장 임대료","1실/24시간기준",13
"청기와장례식장","장례식장 임대료","1구당",40
"청기와장례식장","안치료","1실/24시간기준",12
"청기와장례식장","염습료","1구당",100
"청기와장례식장","염습료","1구당",40
"청기와장례식장","염습료","1구당",10
"청기와장례식장","염습료","1구당",40
"청기와장례식장","염습료","1구당",25
"청기와장례식장(계양점)","장례식장 임대료","1일",168
"청기와장례식장(계양점)","장례식장 임대료","1일",70
"청기와장례식장(계양점)","장례식장 임대료","1일",88
"청기와장례식장(계양점)","장례식장 임대료","1일",50
"청기와장례식장(계양점)","장례식장 임대료","1일",98
"청기와장례식장(계양점)","장례식장 임대료","1일",108
"청기와장례식장(계양점)","장례식장 임대료","1일",158
"청기와장례식장(계양점)","안치료","1일",12
"청기와장례식장(계양점)","염습료","상조대행/ 유족 / 종교단체",40
"청기와장례식장(계양점)","염습료","2인1조",40
"청기와장례식장(계양점)","염습료","2인1조",25
"청송군보건의료원장례식장","안치료","1일",5
"청십자병원장례식장","장례식장 임대료","1회비용",20
"청십자병원장례식장","안치료","1일비용",10
"청십자병원장례식장","염습료","고인 1구 기준",25
"청양농협 장례식장","안치료","1실/시간당",0.4
"청양농협 장례식장","염습료","대렴",40
"청양농협 장례식장","염습료","대렴",30
"청양농협 장례식장","염습료","소렴",10
"청양농협 장례식장","염습료","소렴",20
"청양훈병원장례식장","안치료","1실/2500시간 기준",0.3
"청양훈병원장례식장","염습료","1인기준",30
"청양훈병원장례식장","염습료","1인기준",40
"청양훈병원장례식장","염습료","1인기준",10
"청주병원장례식장","장례식장 임대료","70평(231m²)/1일",56
"청주병원장례식장","장례식장 임대료","80평(264m²)/1일",64
"청주병원장례식장","장례식장 임대료","110평(364m²)/1일",83
"청주병원장례식장","장례식장 임대료","120평(397m²)/1일",100
"청주병원장례식장","안치료","1실/1일",5
"청주병원장례식장","염습료","1회(자가)",20
"청주병원장례식장","염습료","1회(야간사고사)",25
"청주병원장례식장","염습료","1회",20
"청주병원장례식장","염습료","1회",5
"청주성모병원 장례식장","장례식장 임대료","24시간",64
"청주성모병원 장례식장","장례식장 임대료","24시간",99
"청주성모병원 장례식장","장례식장 임대료","24시간",55
"청주성모병원 장례식장","장례식장 임대료","24시간",96
"청주성모병원 장례식장","장례식장 임대료","24시간",13
"청주성모병원 장례식장","장례식장 임대료","1회(직원입관시 무료)",15
"청주성모병원 장례식장","안치료","24시간",4.8
"청주성모병원 장례식장","염습료","소아(8세 이하)",10
"청주성모병원 장례식장","염습료","기본",30
"청주성모병원 장례식장","염습료","사고사 + 야간시",40
"청주성모병원 장례식장","염습료","사고사 또는 야간시",35
"청주시장례식장","장례식장 임대료","청주",5
"청주시장례식장","장례식장 임대료","관외",5
"청주시장례식장","안치료","청주",3
"청주시장례식장","안치료","관외",5
"청주의료원장례식장","장례식장 임대료","본원입관",20
"청주의료원장례식장","장례식장 임대료","본원입관외 입관실이용시",15
"청주의료원장례식장","안치료","시간당",0.2
"청주의료원장례식장","안치료","1일당",4.8
"청주탑요양병원장례식장","장례식장 임대료","54평형",54
"청주탑요양병원장례식장","장례식장 임대료","54평형",54
"청주탑요양병원장례식장","장례식장 임대료","72평형",72
"청주탑요양병원장례식장","장례식장 임대료","93평형",120
"청주탑요양병원장례식장","장례식장 임대료","사고사",20
"청주탑요양병원장례식장","장례식장 임대료","사고사",25
"청주탑요양병원장례식장","장례식장 임대료","소렴및대렴입관",20
"청주탑요양병원장례식장","장례식장 임대료","소렴 및 대렴 입관",15
"청주탑요양병원장례식장","안치료","24시간",4.8
"청주탑요양병원장례식장","염습료","수시",5
"청하요양병원장례식장","장례식장 임대료","1회 사용료",10
"청하요양병원장례식장","장례식장 임대료","1회 사용료",10
"청하요양병원장례식장","안치료","1시간: 8.500원",12
"청하요양병원장례식장","염습료","염습비",30
"초정유진 장례식장","안치료","24시간",4.8
"추모원장례식장","장례식장 임대료","1일",72
"추모원장례식장","장례식장 임대료","1회",25
"추모원장례식장","장례식장 임대료","1회",15
"추모원장례식장","안치료","1일",9.6
"추병원장례식장","장례식장 임대료","시간당",1.6
"추병원장례식장","장례식장 임대료","시간당",2.2
"추병원장례식장","안치료","시간당",0.8
"춘천장례식장","장례식장 임대료","빈소접객실유족실화장실-161평/1시간",6.5
"춘천장례식장","장례식장 임대료","빈소접객실유족실화장실-87평/1시간",4
"춘천장례식장","장례식장 임대료","빈소접객실유족실화장실-72평/1시간",3
"춘천장례식장","장례식장 임대료","빈소접객실유족실화장실-72평/1시간",3
"춘천장례식장","장례식장 임대료","빈소접객실유족실화장실-87평/1시간",4
"춘천장례식장","안치료","안치1구/1시간",0.3
"춘천장례식장","염습료","1회 사용료",30
"춘천장례식장","염습료","2명 진행",30
"춘천장례식장","염습료","수시 및 처치료",20
"춘천장례식장","염습료","1개",0.8
"춘천장례식장","염습료","1개",2
"춘추장례식장","염습료","염습비",30
"춘해병원장례식장","장례식장 임대료","1회",20
"춘해병원장례식장","안치료","1일",15
"춘해병원장례식장","염습료","1회",50
"충남보령아산병원장례식장","염습료","1구당",30
"충북대학교병원장례식장","안치료","1310원/시간",3.1
"충북대학교병원장례식장","염습료","사고사 및 야간",25
"충북대학교병원장례식장","염습료","자가",15
"충북대학교병원장례식장","염습료","염습료",15
"충북대학교병원장례식장","염습료","수시",5
"충주기독장례식장","장례식장 임대료","90평",68
"충주기독장례식장","장례식장 임대료","40평",38
"충주기독장례식장","장례식장 임대료","40평",48
"충주기독장례식장","안치료","1대",8
"충주기독장례식장","염습료","2명",20
"충주기독장례식장","염습료","2명",10
"충주병원장례식장(주)","장례식장 임대료","25평형/83제곱미터/1일",20
"충주병원장례식장(주)","장례식장 임대료","130평형/430제곱미터/1일",90
"충주병원장례식장(주)","장례식장 임대료","130평형/430제곱미터/1일",90
"충주병원장례식장(주)","장례식장 임대료","50평형/165제곱미터/1일",40
"충주병원장례식장(주)","장례식장 임대료","100평형/330제곱미터/1일",70
"충주병원장례식장(주)","안치료","1일",6
"충주병원장례식장(주)","염습료","1회",10
"충주영광장례식장","장례식장 임대료","2인1조 100000=200000",20
"충주영광장례식장","장례식장 임대료","각1일 사용료(40평)공유면적포함",45
"충주영광장례식장","장례식장 임대료","각1일사용료(60평)유족숙소포함",55
"충주영광장례식장","장례식장 임대료","각1일사용료(200평)유족숙소포함",90
"충주의료원장례식장","안치료","1일 기준",6
"충주의료원장례식장","염습료","아동 (8세 미만)",10
"충주의료원장례식장","염습료","야간 / 사고사",40
"충주의료원장례식장","염습료","염습료",20
"충주의료원장례식장","염습료","염슴실 대여료",18
"충주의료원장례식장","염습료","초렴료",10
"충효경주장례식장","장례식장 임대료","빈소(접객실)사용료 (24시간)",90
"충효경주장례식장","장례식장 임대료","빈소(접객실)사용료(24시간)",55
"충효경주장례식장","장례식장 임대료","빈소(접객실)사용료(24시간)",70
"충효경주장례식장","장례식장 임대료","빈소(접객실)사용료(24시간)",90
